alert_id,customer_id,amount,account_age_days,prior_orders,prior_disputes,delivery_status,delivery_proof,device_fingerprint,address_hash,days_since_purchase,complaint_category,complaint_text,persona,ring_archetype,text_contradiction,would_win_if_fought
ALT00157,CUST01048,1210.13,566,41,0,in_transit,otp,dev_5bda0655,addr_7cd61da4,41,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT00158,CUST00580,3220.35,527,25,1,in_transit,otp,dev_28caaa1d,addr_7781321e,29,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT00159,CUST01341,4266.03,1083,38,1,delivered,signed,dev_87a20e22,addr_cd638ba8,35,item_not_received,I have not received this package even after 35 days.,honest,,False,1
ALT00160,CUST01104,200.0,784,35,1,in_transit,none,dev_19cb84c8,addr_2f51aca6,2,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT00161,CUST01597,924.52,503,41,0,in_transit,otp,dev_ecc817a6,addr_693016ea,40,item_not_received,"I have not received this package even after 40 days. The size is wrong, I want to send it back.",honest,,True,1
ALT00162,CUST01109,8844.49,213,31,0,delivered,otp,dev_e09016b6,addr_f374190d,33,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT00163,CUST01714,654.83,430,14,1,in_transit,none,dev_7f5d21f2,addr_ec344cf0,37,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT00164,CUST00651,7518.2,83,2,3,delivered,signed,dev_f0d1fa72,addr_4a9b37f0,44,unauthorised,"This charge is not mine, my card was used without permission.",ring,tight,False,1
ALT00165,CUST01424,651.66,946,7,1,delivered,signed,dev_1a50aec3,addr_ee0caeb5,24,duplicate_charge,Two payments went out for a single purchase. Kindly help.,honest,,False,1
ALT00166,CUST01268,958.83,755,36,1,in_transit,otp,dev_eed15809,addr_a7e60e4e,44,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT00167,CUST00062,3270.79,225,20,0,delivered,signed,dev_78c59073,addr_266bf2ea,12,duplicate_charge,Two payments went out for a single purchase.,honest,,False,1
ALT00168,CUST00514,2343.34,1377,9,0,delivered,otp,dev_f8ede0ca,addr_a4704d48,26,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT00169,CUST01692,1591.58,848,24,1,in_transit,none,dev_efca07ae,addr_ea452afd,41,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT00170,CUST01514,8502.49,1492,42,1,delivered,signed,dev_07997940,addr_32a4a8a4,15,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT00171,CUST00211,1539.72,478,4,1,in_transit,otp,dev_10652764,addr_c96782fb,26,not_as_described,Item is not what the listing showed. Quality is poor. This keeps happening.,opportunist,,False,0
ALT00172,CUST01559,771.13,1433,40,1,delivered,none,dev_a43f683a,addr_a151ed02,22,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,0
ALT00173,CUST00351,3208.08,583,11,4,delivered,otp,dev_5a2d465b,addr_1d59b308,15,unauthorised,I did not authorise this transaction on my card.,opportunist,,False,0
ALT00174,CUST01762,2013.8,865,48,1,lost,none,dev_141283fb,addr_9d1911a5,36,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT00175,CUST00052,1460.5,642,38,1,lost,none,dev_2ccda2af,addr_17b4e75b,17,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT00176,CUST00032,2634.53,1032,7,1,delivered,otp,dev_ddcf5003,addr_f0c44ecb,19,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT00177,CUST00627,1301.27,23,0,1,delivered,signed,dev_b87189e1,addr_0182c481,33,unauthorised,I did not authorise this transaction on my card. Refund immediately.,ring,dropship,False,0
ALT00178,CUST01226,1632.45,1489,22,0,delivered,signed,dev_e2c6093e,addr_109b851a,22,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT00179,CUST00176,3004.04,879,44,0,in_transit,none,dev_ce7334f2,addr_de4379cb,20,item_not_received,I have not received this package even after 20 days. The box was torn when I opened it.,honest,,True,0
ALT00180,CUST01694,3619.59,1233,46,0,delivered,signed,dev_0a0537f0,addr_b526b22d,24,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,1
ALT00181,CUST01490,3529.73,1445,36,0,in_transit,none,dev_a8d3110e,addr_74283491,16,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT00182,CUST00093,1207.6,1290,50,0,in_transit,otp,dev_ce6322b6,addr_12738a23,40,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT00183,CUST01643,483.22,1314,15,1,delivered,none,dev_a87d21ff,addr_3f9304fa,3,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,0
ALT00184,CUST01260,782.52,883,13,1,delivered,none,dev_b4a69f3c,addr_8f9797b0,34,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT00185,CUST01239,1617.27,557,9,4,in_transit,none,dev_1d447f41,addr_a3e53892,31,item_not_received,I have not received this package even after 31 days. The colour is nothing like the photos.,opportunist,,True,0
ALT00186,CUST00677,1835.31,473,37,1,delivered,none,dev_f3d5f737,addr_6c3786c2,27,unauthorised,"Unknown charge from your store, I never placed any order. The size is wrong, I want to send it back.",honest,,True,0
ALT00187,CUST01103,5619.29,1212,30,0,delivered,signed,dev_b00805cc,addr_e2add909,32,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT00188,CUST00572,6698.62,1114,5,1,delivered,signed,dev_35adde88,addr_b173fcdf,24,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT00189,CUST00589,2248.13,623,18,0,delivered,signed,dev_91f0647d,addr_88438de2,8,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT00190,CUST00680,2908.93,884,44,1,delivered,none,dev_0b16dac4,addr_bd8bf603,3,item_not_received,I have not received this package even after 3 days. The colour is nothing like the photos. Kindly help.,honest,,True,0
ALT00191,CUST01325,1977.08,243,42,0,in_transit,none,dev_96a402f2,addr_01d74256,16,item_not_received,I have not received this package even after 16 days.,honest,,False,0
ALT00192,CUST00141,1101.59,523,39,1,delivered,signed,dev_eefb2a24,addr_e7094153,34,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT00193,CUST00871,13075.94,347,11,1,delivered,signed,dev_ffb1c192,addr_46368d12,20,item_not_received,I have not received this package even after 20 days. I raised this before and got no response.,opportunist,,False,1
ALT00194,CUST01201,5909.96,310,24,0,delivered,otp,dev_909e21ba,addr_b2a0f778,45,item_not_received,I have not received this package even after 45 days.,honest,,False,1
ALT00195,CUST01305,4328.23,992,28,1,in_transit,otp,dev_bf5023f4,addr_114b9547,19,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,0
ALT00196,CUST00013,2185.48,372,20,2,delivered,otp,dev_1f6c6a86,addr_fa584a4b,11,duplicate_charge,"Charged twice for the same order, please reverse one debit.",opportunist,,False,1
ALT00197,CUST01076,1030.02,297,24,1,delivered,otp,dev_cdfa76af,addr_f53ba020,7,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT00198,CUST00409,5058.63,656,34,1,delivered,none,dev_a83c1c2b,addr_b7461b72,41,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT00199,CUST00120,1601.77,70,9,4,delivered,signed,dev_31e43850,addr_9b559178,16,item_not_received,I have not received this package even after 16 days. I raised this before and got no response.,opportunist,,False,1
ALT00200,CUST00049,1948.86,1426,49,0,delivered,otp,dev_5075b55a,addr_0a054950,6,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT00201,CUST00716,3721.06,613,36,0,delivered,signed,dev_38749f3c,addr_49902258,24,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,1
ALT00202,CUST00776,7003.73,748,14,1,delivered,otp,dev_a247541d,addr_bd5a0c9e,10,item_not_received,I have not received this package even after 10 days. Kindly help.,honest,,False,1
ALT00203,CUST01134,1527.97,1241,30,1,delivered,signed,dev_0d53551a,addr_a2c8cf62,12,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT00204,CUST00359,2626.08,399,20,0,delivered,otp,dev_637e4b01,addr_8a4a0e2d,14,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT00205,CUST00372,5891.12,390,7,0,delivered,otp,dev_850ef0ad,addr_5f5ba255,40,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT00206,CUST01805,1471.78,30,1,2,delivered,signed,dev_188a7f55,addr_5aeb90f6,21,unauthorised,"Unknown charge from your store, I never placed any order. Refund immediately.",ring,tight,False,0
ALT00207,CUST00483,1255.65,558,5,2,delivered,signed,dev_aff54774,addr_e3c443f1,21,unauthorised,"Unknown charge from your store, I never placed any order. This keeps happening.",opportunist,,False,1
ALT00208,CUST00416,7017.03,802,44,0,delivered,none,dev_e7574997,addr_a566e884,8,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT00209,CUST01807,390.91,478,10,0,in_transit,otp,dev_2e07336d,addr_8269041a,15,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT00210,CUST00506,8387.75,1217,37,1,lost,none,dev_4cad66c5,addr_f82c6ad8,17,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT00211,CUST01251,1707.91,1387,43,1,in_transit,none,dev_77097749,addr_15b52908,29,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT00212,CUST01169,2199.8,1214,28,0,delivered,signed,dev_397bfdd7,addr_72e89652,16,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT00213,CUST01472,6505.92,201,6,4,delivered,otp,dev_e74f232b,addr_3192c29c,21,unauthorised,I did not authorise this transaction on my card.,opportunist,,False,0
ALT00214,CUST00057,4252.38,425,12,1,in_transit,none,dev_925f2cc6,addr_273ef6f4,7,unauthorised,"This charge is not mine, my card was used without permission. Kindly help.",honest,,False,0
ALT00215,CUST01619,646.28,127,15,3,in_transit,none,dev_9a0fb0b8,addr_8f9afd51,13,item_not_received,Nothing was delivered to my address. Please refund the amount. I raised this before and got no response.,opportunist,,False,0
ALT00216,CUST01242,1077.59,772,43,1,in_transit,none,dev_8e485223,addr_30e912f2,30,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT00217,CUST00431,2343.04,1119,19,0,delivered,otp,dev_d5c9fdc7,addr_fc043f08,43,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,0
ALT00218,CUST01305,5094.82,992,28,1,delivered,none,dev_bf5023f4,addr_114b9547,3,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,1
ALT00219,CUST00794,3302.99,506,35,0,delivered,otp,dev_2d36226c,addr_7fe5a4b6,37,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT00220,CUST00136,2312.76,1017,48,1,delivered,none,dev_ee6ffbea,addr_79ff89d9,37,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,0
ALT00221,CUST01316,1529.73,1127,39,1,delivered,otp,dev_93f3503d,addr_32173525,38,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT00222,CUST00407,10731.86,304,5,1,delivered,otp,dev_4684833e,addr_6791346c,13,unauthorised,"Unknown charge from your store, I never placed any order. The size is wrong, I want to send it back. I raised this before and got no response.",opportunist,,True,0
ALT00223,CUST00169,2009.63,1053,48,0,delivered,otp,dev_7951d52b,addr_6b8da340,8,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT00224,CUST01498,5063.75,505,43,0,delivered,signed,dev_9cf20859,addr_2999bbef,44,item_not_received,I have not received this package even after 44 days.,honest,,False,1
ALT00225,CUST01541,1931.27,19,1,3,delivered,signed,dev_0a14b309,addr_72557e4e,44,unauthorised,"This charge is not mine, my card was used without permission. The size is wrong, I want to send it back.",ring,household,True,1
ALT00226,CUST00265,697.99,1491,32,0,lost,none,dev_86514886,addr_4a6b836b,40,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,0
ALT00227,CUST00702,434.5,503,10,0,delivered,none,dev_f7e9101d,addr_4c80d33a,16,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT00228,CUST01171,3005.22,1109,27,1,delivered,signed,dev_ff86cc31,addr_f2a9dc8a,1,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT00229,CUST01661,4149.19,1302,34,1,delivered,otp,dev_f1613bab,addr_d653d4bb,19,item_not_received,I have not received this package even after 19 days.,honest,,False,1
ALT00230,CUST01617,7747.77,224,48,0,delivered,signed,dev_19ca9c1b,addr_dca1adcc,22,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,0
ALT00231,CUST00668,2074.41,952,44,0,lost,none,dev_22319050,addr_27372b52,19,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT00232,CUST01434,1737.34,1486,16,0,in_transit,none,dev_ccc4c0a9,addr_5cce495d,23,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT00233,CUST01507,2838.85,1034,12,1,delivered,otp,dev_1fa54251,addr_22cb2720,43,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,1
ALT00234,CUST01194,868.92,1289,48,1,delivered,signed,dev_e214d458,addr_e24c724b,30,item_not_received,"Order never arrived. Tracking shows delivered but nothing reached me. The size is wrong, I want to send it back.",honest,,True,0
ALT00235,CUST01125,2791.38,293,46,1,delivered,signed,dev_a6b07458,addr_a394ed54,9,item_not_received,I have not received this package even after 9 days.,honest,,False,1
ALT00236,CUST01520,2798.71,207,44,1,in_transit,none,dev_03200c4e,addr_ceb557ac,31,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT00237,CUST01257,1809.09,160,20,1,delivered,signed,dev_a247a4f5,addr_7a71ce7b,4,not_as_described,Product does not match the description on your site. This keeps happening.,opportunist,,False,1
ALT00238,CUST00174,2218.21,1219,45,1,delivered,none,dev_4d560a3d,addr_67f5ae02,15,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT00239,CUST00219,2298.32,393,34,0,delivered,signed,dev_23c97a1e,addr_030f9be9,44,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT00240,CUST01454,1506.35,1042,24,1,in_transit,none,dev_bd03d33b,addr_301c6abf,4,item_not_received,I have not received this package even after 4 days.,honest,,False,0
ALT00241,CUST01155,3749.67,1464,31,0,lost,none,dev_9fbeffb3,addr_7412c272,24,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT00242,CUST00132,2446.1,981,32,0,delivered,otp,dev_a998c8e1,addr_79912c51,23,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT00243,CUST00514,3419.58,1377,9,0,delivered,signed,dev_f8ede0ca,addr_a4704d48,17,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT00244,CUST01136,599.44,453,48,0,delivered,signed,dev_3defa7ba,addr_7233d5af,8,unauthorised,"Unknown charge from your store, I never placed any order. The size is wrong, I want to send it back. Kindly help.",honest,,True,1
ALT00245,CUST00470,6542.18,774,13,0,delivered,signed,dev_970c9eb4,addr_e80382eb,6,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
